,lat,lng,title,rating,coordinate
62,35.6575,139.3079,有名トップシェフ監修 フードスタジアム 八王子店,,"(35.6575, 139.3079)"
64,35.6574,139.3079,味噌かつの千里や 食べログ百名店「日本料理柏屋」監修 八王子店,,"(35.6574, 139.3079)"
65,35.6574,139.3079,有名トップシェフ監修Prime Gourmet Studio 八王子店,,"(35.6574, 139.3079)"
66,35.6825,139.302,やきとりの扇屋 八王子楢原店,,"(35.6825, 139.302)"
67,35.6574,139.3079,恵比寿キムカツ 八王子店,,"(35.6574, 139.3079)"
68,35.6626,139.3147,ローソン 八王子元本郷町三丁目,4.8,"(35.6626, 139.3147)"
70,35.6622,139.3098,ローソン 八王子横川町,4.5,"(35.6622, 139.3098)"
71,35.6574,139.3079,有名店アルケッチャーノ監修×delisレストラン 八王子店,,"(35.6574, 139.3079)"
72,35.6575,139.3078,定食 はかた亭 八王子店 Hakatatei HACHIOJI,,"(35.6575, 139.3078)"
73,35.6656,139.3149,インド ネパール レストラン サンガム INDIAN NEPALI RESTURANT SANGAM,,"(35.6656, 139.3149)"
74,35.6785,139.3237,クルーズカフェ Crew’s cafe,,"(35.6785, 139.3237)"
75,35.6769,139.3136,カレーハウス CoCo壱番屋 八王子楢原,4.6,"(35.6769, 139.3136)"
76,35.673,139.2962,丼丸 華藤 八王子四谷店 DONMARU KATO HACHIOJIYOTSUYATEN,,"(35.673, 139.2962)"
77,35.6571,139.3138,カレーハウス CoCo壱番屋 JR 西八王子駅前 Curry House CoCo Ichibanya JR Nishihachioji Station,4.9,"(35.6571, 139.3138)"
78,35.6839,139.3034,本格スパイス料理 マサラ MASALA,,"(35.6839, 139.3034)"
79,35.6574,139.3079,丼ぶりとうどん つるや 八王子店,,"(35.6574, 139.3079)"
68,35.6604,139.3254,オリジンクック 八王子八幡町,4.6,"(35.6604, 139.3254)"
69,35.6638,139.3263,わらび堂 八王子平岡店 Warabido HachiojiHiraokacho,,"(35.6638, 139.3263)"
64,35.6593,139.3332,【創業昭和3年】博多明太箱飯 鳴海屋 八王子,,"(35.6593, 139.3332)"
70,35.6633,139.3369,びっくりドンキー 八王子店 Bikkuri donkey Hachioji,4.6,"(35.6633, 139.3369)"
74,35.6638,139.3292,から好し 八王子大横町店 Karayoshi Hachioji Oyokocho,,"(35.6638, 139.3292)"
72,35.6598,139.3346,イタリア料理　イルチッチォーネ il Ciccione,,"(35.6598, 139.3346)"
21,35.6801,139.3077,ジョナキ 楢原店 Jonaki Narahara store,,"(35.6801, 139.3077)"
0,35.723,139.2964,すき家 あきる野睦橋通り店 Sukiya Akiruno Mutsumibashi Dori,4.8,"(35.723, 139.2964)"
2,35.7288,139.2922,バーミヤン 秋川店 Bamiyan Akigawa,4.3,"(35.7288, 139.2922)"
8,35.7232,139.2906,サイゼリヤ あきる野,,"(35.7232, 139.2906)"
15,35.7261,139.2876,ジョナサン 秋川店 Jonathan's Akigawa,4.8,"(35.7261, 139.2876)"
18,35.7232,139.2946,くじら屋　らじっく,,"(35.7232, 139.2946)"
23,35.7231,139.2956,ローソン あきる野雨間,4.6,"(35.7231, 139.2956)"
27,35.6784,139.3104,お好み焼き道とん堀八王子楢原店,,"(35.6784, 139.3104)"
28,35.7248,139.2863,桐生庵,,"(35.7248, 139.2863)"
60,35.6592,139.3332,神保町ビーフ 八王子,4.2,"(35.6592, 139.3332)"
74,35.6778,139.3332,ロイヤルホスト 八王子インター,,"(35.6778, 139.3332)"
60,35.6578,139.3144,激辛ビビン麺 カラマ〜ル 千人町2丁目,,"(35.6578, 139.3144)"
65,35.6607,139.3294,韓国っぽカフェ Experience,4.6,"(35.6607, 139.3294)"
76,35.6575,139.3131,【唐揚げおむすび専門店】勝手にレモンをかけるな 西八王子店,,"(35.6575, 139.3131)"
78,35.6578,139.3131,ブロッコリー＆ビーフ ブロビー 西八王子店 Broccoli & Beef Brobii,4.5,"(35.6578, 139.3131)"
75,35.6558,139.314,金山村 西八王子店 kinnsanson nishihathioujiten,,"(35.6558, 139.314)"
72,35.6592,139.3332,牛たん専門店せんり 八王子,3.8,"(35.6592, 139.3332)"
75,35.6735,139.3288,自家製うどん あさひや,,"(35.6735, 139.3288)"
76,35.6735,139.3288,街の弁当屋　ASAHI弁当 Machinobentouya ASAHIbentou,,"(35.6735, 139.3288)"
6,35.7221,139.3068,カレーハウス CoCo壱番屋 あきる野野辺,4.5,"(35.7221, 139.3068)"
48,35.6867,139.3296,東京富士美術館 カフェレストラン・セーヌ Cafe Restaurant Seine,,"(35.6867, 139.3296)"
49,35.6685,139.322,山田製パン,,"(35.6685, 139.322)"
13,35.7222,139.3104,ローソン ＬＴＦ秋川野辺,4.9,"(35.7222, 139.3104)"
22,35.7215,139.3141,ガスト 秋川小川店 Gusto Akigawa Ogawa,4.7,"(35.7215, 139.3141)"
38,35.7215,139.3141,から好し 秋川小川店 Karayoshi Akigawa Ogawa,,"(35.7215, 139.3141)"
27,35.6823,139.3506,吉野家 １６号線八王子宇津木,5.0,"(35.6823, 139.3506)"
45,35.6593,139.3332,とろ穴子と鰻 対馬厳原 八王子,,"(35.6593, 139.3332)"
46,35.6638,139.3263,FRESH JUICE TOKYO 八王子平岡店,,"(35.6638, 139.3263)"
48,35.6638,139.3263,卵屋さん監修おむらいす/オムライス専門店 おむとろ 八王子平岡店,,"(35.6638, 139.3263)"
54,35.6589,139.3371,ノードリンク NO DRINK,,"(35.6589, 139.3371)"
55,35.6588,139.3383,ケンタッキーフライドチキン 八王子店 Kentucky Fried Chicken Hachioji,4.7,"(35.6588, 139.3383)"
67,35.6562,139.3131,松屋 西八王子店 Matsuya Nishi-Hachiouji,4.6,"(35.6562, 139.3131)"
60,35.6577,139.3377,焼肉ライク 八王子店,4.7,"(35.6577, 139.3377)"
8,35.6846,139.3468,マクドナルド八王子左入橋店 McDonald's HACHIOJI SANYUBASHI,4.7,"(35.6846, 139.3468)"
34,35.7071,139.347,かつや 東京昭島店 Katsuya Tokyo Akishima,4.8,"(35.7071, 139.347)"
60,35.6625,139.351,吉野家 八王子大和田,4.6,"(35.6625, 139.351)"
61,35.7152,139.348,大戸屋ごはん処 イトーヨーカドー拝島店 Ootoya Ito Yokado Haijima,4.8,"(35.7152, 139.348)"
78,35.6575,139.3413,ガスト 八王子旭町店 Gusto Hachioji Asahimachi,4.7,"(35.6575, 139.3413)"
0,35.7149,139.3624,から揚げの天才 昭島モリタウン店 Karaage no tensai Akishima-moritown,4.8,"(35.7149, 139.3624)"
10,35.7138,139.3628,モスバーガー モリタウン昭島店,4.6,"(35.7138, 139.3628)"
12,35.713,139.3595,すき家 昭島駅南店 Sukiya Akishimaeki Minami,4.5,"(35.713, 139.3595)"
13,35.7123,139.3624,ローソン 昭島昭和町二丁目,4.6,"(35.7123, 139.3624)"
14,35.7212,139.3449,ケンタッキーフライドチキン 西武拝島店,4.7,"(35.7212, 139.3449)"
22,35.7135,139.362,バーガーキング昭島モリタウン店 Burger King Akishima Moritown,4.5,"(35.7135, 139.362)"
24,35.7139,139.3558,横浜家系ラーメン 昭島大和家,4.3,"(35.7139, 139.3558)"
26,35.721,139.3429,火を噴くドラゴン卍 スンドゥブ 松原町4丁目,,"(35.721, 139.3429)"
29,35.7116,139.3631,バーミヤン 昭島昭和町店 Bamiyan Akishima Showacho,4.4,"(35.7116, 139.3631)"
33,35.7137,139.3562,むさしの森珈琲 昭島店 Musashino Mori Coffee Akishima,4.7,"(35.7137, 139.3562)"
41,35.7132,139.3613,からあげの鉄人 昭島南口駅前店,,"(35.7132, 139.3613)"
44,35.7135,139.362,韓国料理 シジャン 昭島モリタウン店,4.5,"(35.7135, 139.362)"
45,35.7201,139.3432,からあげの鉄人 拝島南口駅前店,4.2,"(35.7201, 139.3432)"
46,35.7144,139.3633,天丼てんや 昭島モリタウン店 Tendon tenya,4.4,"(35.7144, 139.3633)"
47,35.7081,139.3689,ローソン 昭島朝日町四丁目,4.7,"(35.7081, 139.3689)"
48,35.7122,139.3566,ガスト 昭島店 Gusto Akishima,4.6,"(35.7122, 139.3566)"
50,35.6899,139.3706,ドミノ・ピザ 多摩大橋南店 Domino's Pizza Tama Ohashi Minami Store,4.5,"(35.6899, 139.3706)"
51,35.7152,139.3426,Royalstar restaurant &bar,,"(35.7152, 139.3426)"
52,35.7217,139.344,インド料理店ビラシ 拝島店 Indian restaurant bilash,,"(35.7217, 139.344)"
53,35.7129,139.3594,鶏のジョージ 昭島南口駅前店,,"(35.7129, 139.3594)"
54,35.7155,139.3479,長崎ちゃんぽん リンガーハット イトーヨーカドー拝島店,4.5,"(35.7155, 139.3479)"
57,35.7212,139.3355,ステーキガスト 福生熊川店 Steak Gusto Fussa Kumagawa,4.4,"(35.7212, 139.3355)"
58,35.7105,139.3671,サイゼリヤ 昭島昭和,4.7,"(35.7105, 139.3671)"
59,35.7092,139.3699,味の民芸 昭島中神店 Akishima Nakagami,4.8,"(35.7092, 139.3699)"
62,35.6641,139.3498,れんげ食堂 Toshu フォレストモール八王子大和田店,4.6,"(35.6641, 139.3498)"
63,35.7113,139.3636,焼きたて食パン専門店 一本堂 昭島駅前店  Yakitate shokupa nippondou akisimaekimae,,"(35.7113, 139.3636)"
64,35.7129,139.3594,大盛スタミナ肉丼 ニンニク野郎 昭島店,4.8,"(35.7129, 139.3594)"
65,35.72,139.3434,魚民 拝島南口駅前店,,"(35.72, 139.3434)"
68,35.6662,139.3567,ガスト 八王子大和田店 Gusto Hachioji Owada,4.7,"(35.6662, 139.3567)"
70,35.7137,139.3636,タリーズコーヒー 昭島モリタウン,4.9,"(35.7137, 139.3636)"
72,35.7129,139.3594,濃厚鶏白湯つけ麺 どっかん 昭島南口駅前店,,"(35.7129, 139.3594)"
73,35.7135,139.362,ロンフーダイニング モリタウン昭島店,5.0,"(35.7135, 139.362)"
74,35.6664,139.3535,牛角 八王子大和田 Gyukaku Hachioji Owada,4.3,"(35.6664, 139.3535)"
76,35.6806,139.354,ガスト 八王子宇津木店 Gusto Hachioji Utsuki,4.6,"(35.6806, 139.354)"
77,35.7144,139.3615,牛角 昭島モリタウン店 Gyukaku Akishima Moritown,,"(35.7144, 139.3615)"
78,35.7137,139.3636,サイゼリヤ 昭島モリタウン,,"(35.7137, 139.3636)"
66,35.6588,139.3368,もつ鍋＆唐揚げ　結-ゆう- Motsuabe&Karaage YU,,"(35.6588, 139.3368)"
72,35.6588,139.3368,餃子のさんくみ 八王子店 Gyoza no 3kumi Hachioji,,"(35.6588, 139.3368)"
75,35.6592,139.3338,天然フルーツサンド 八王子,4.6,"(35.6592, 139.3338)"
76,35.6571,139.3377,カリカリ唐揚げ専門店 カリチキ 八王子北口駅前店,4.2,"(35.6571, 139.3377)"
0,35.7272,139.3308,ほっともっとグリル 福生南田園店,4.6,"(35.7272, 139.3308)"
56,35.721,139.3464,VINTAGE MEMORY RESTAURANT&BAR ,,"(35.721, 139.3464)"
57,35.7156,139.348,インド・アジアン料理ダナパニ　イトーヨーカドー拝島店 indo asianryouri danapani  ito-yo-kado-haizimaten,,"(35.7156, 139.348)"
58,35.7139,139.3605,究極の肉吸いうどん 安べゑ 昭島北口店,4.2,"(35.7139, 139.3605)"
59,35.6718,139.3615,長崎ちゃんぽん リンガーハット 八王子石川店,4.4,"(35.6718, 139.3615)"
60,35.7123,139.3559,ブラッスリー ブシュトンキュー Brasserie Bouge Ton Cul,,"(35.7123, 139.3559)"
61,35.7133,139.3613,魚民 昭島南口駅前店,,"(35.7133, 139.3613)"
62,35.7132,139.3588,キッチンオリジン 昭島店 Kitchen Origin,,"(35.7132, 139.3588)"
63,35.7123,139.3559,民芸料理 百珍 Mingei ryori Hyakuchin,,"(35.7123, 139.3559)"
64,35.7216,139.342,や台ずし 拝島町,,"(35.7216, 139.342)"
65,35.6806,139.354,から好し 八王子宇津木店 Karayoshi Hachioji Utsuki,4.7,"(35.6806, 139.354)"
70,35.7133,139.3599,鮨割烹 菫 Sushikatupou Sumire,,"(35.7133, 139.3599)"
72,35.7222,139.335,ビッグボーイ 福生店 Steak Big Boy,,"(35.7222, 139.335)"
73,35.7128,139.3616,や台ずし 昭島町,,"(35.7128, 139.3616)"
76,35.7198,139.3438,和ごころ つじまる wagokoro tsujimaru,,"(35.7198, 139.3438)"
77,35.7131,139.3594,串カツ田中 昭島店 Kushikatsu Tanaka Akishima,4.7,"(35.7131, 139.3594)"
79,35.7121,139.3567,から好し 昭島店 Karayoshi Akishima,4.9,"(35.7121, 139.3567)"
60,35.7089,139.339,沖縄そば ちゅら風 昭島店,,"(35.7089, 139.339)"
72,35.6593,139.3332,こだわりとんかつ 神楽 八王子,,"(35.6593, 139.3332)"
76,35.7234,139.3353,大戸屋ごはん処 熊川店 Ootoya Kumakawa,4.8,"(35.7234, 139.3353)"
77,35.7138,139.3568,松屋 昭島松原町店 Matsuya Akishima Matsubaracho,4.6,"(35.7138, 139.3568)"
78,35.7089,139.339,名古屋栄 うなぎ岡ひろ 昭島店,,"(35.7089, 139.339)"
55,35.7292,139.3301,ローソン 福生南田園三丁目店 Lawson Fussa Minamidenen 3Chome,4.6,"(35.7292, 139.3301)"
56,35.7168,139.3401,ローソン 昭島緑町五丁目,,"(35.7168, 139.3401)"
60,35.7216,139.3421,博多牛もつ鍋専門店 「だいやめ」,,"(35.7216, 139.3421)"
61,35.7179,139.3355,インドカレーYURI India Nepal Dinning YURI,,"(35.7179, 139.3355)"
62,35.7079,139.3506,ローソン 昭島緑町一丁目,4.5,"(35.7079, 139.3506)"
67,35.7146,139.3487,アジア・タイ・ラオス料理 メコン Mekong,4.6,"(35.7146, 139.3487)"
68,35.7269,139.3153,HoiHoi亭ｘPBull Steak & Burgers,,"(35.7269, 139.3153)"
69,35.7068,139.3484,吉野家 １６号線昭島緑町店 Yoshinoya Route16 Akishima Midoricho,4.5,"(35.7068, 139.3484)"
70,35.7202,139.3433,すみやき家 串陣 拝島店 Sumiyakiya kushijin haijima,,"(35.7202, 139.3433)"
71,35.714,139.359,ネパールダイニング ディオ Nepali Dining dio,,"(35.714, 139.359)"
72,35.6664,139.3575,ピザーラスタイル八王子（PIZZA-LA STYLE Hachioji）,4.7,"(35.6664, 139.3575)"
74,35.7102,139.356,黒毛和牛 丑輪 Ushimitsu,,"(35.7102, 139.356)"
77,35.721,139.3435,おむすび権米衛 拝島駅店 OMUSUBI-GONBEI-HAIJIMA,,"(35.721, 139.3435)"
78,35.7064,139.35,アジ庵ガンジー昭島店 Asian Gandhi Akishima,,"(35.7064, 139.35)"
67,35.6592,139.334,七色麻辣烫（七色マーラータン） Nanairo Malatang,,"(35.6592, 139.334)"
72,35.6567,139.3354,ミリス miris,,"(35.6567, 139.3354)"
4,35.7322,139.3318,伝説のすた丼屋 福生牛浜店 Densetsu no Sutadonya Fussa Ushihama,4.5,"(35.7322, 139.3318)"
9,35.7287,139.2865,豊後高田どり酒場 秋川駅前店,,"(35.7287, 139.2865)"
14,35.7287,139.2879,ダイニングバー KAI 秋川店 DINING BAR KAI,,"(35.7287, 139.2879)"
15,35.729,139.2872,魚民 秋川駅前店,,"(35.729, 139.2872)"
16,35.7321,139.3325,ピザハット 福生 Pizza Hut,4.7,"(35.7321, 139.3325)"
18,35.7307,139.2871,ドトールコーヒーショップあきる野とうきゅう店,,"(35.7307, 139.2871)"
19,35.7287,139.2865,濃厚鶏白湯つけ麺 どっかん 秋川駅前店,,"(35.7287, 139.2865)"
22,35.729,139.2872,からあげの鉄人 秋川駅前店,,"(35.729, 139.2872)"
24,35.73,139.2893,かつ丼と天丼の、かつてん 秋川店,4.6,"(35.73, 139.2893)"
25,35.7321,139.2895,デニーズ秋川店 Denny's Akikawa,4.3,"(35.7321, 139.2895)"
31,35.7289,139.2886,はま寿司 あきる野秋川 Hamazushi Akiruno Akikawa,4.2,"(35.7289, 139.2886)"
37,35.7305,139.2898,魚屋路 秋川店 Totoyamichi Akigawa,,"(35.7305, 139.2898)"
39,35.73,139.2893,小僧寿し 秋川店,,"(35.73, 139.2893)"
41,35.7288,139.2925,夢庵 秋川店 Yumean Akigawa,4.6,"(35.7288, 139.2925)"
43,35.7329,139.3256,ハイから一族 Haikaraichizoku,,"(35.7329, 139.3256)"
49,35.73,139.2893,からあげグランプリ金賞受賞!! 元祖 からあげの中津家 秋川店,,"(35.73, 139.2893)"
60,35.7185,139.3357,スシロー 福生店 Sushiro FUSSA,4.5,"(35.7185, 139.3357)"
63,35.7323,139.3317,インド・ネパールレストラン KALIKA INDIAN＆NEPALI RESTAURANT KALIKA,4.5,"(35.7323, 139.3317)"
64,35.7339,139.3241,牛角 福生店 Gyukaku Fussa,4.9,"(35.7339, 139.3241)"
68,35.7332,139.3308,ステーキのどん 福生店 Steak no Don FUSSA,,"(35.7332, 139.3308)"
71,35.7317,139.2898,鶏笑 あきる野店,,"(35.7317, 139.2898)"
72,35.7211,139.3429,ハイカラ酒場 haikarasakaba,,"(35.7211, 139.3429)"
73,35.7216,139.3421,腹ペコチキン&ポテトフライ,,"(35.7216, 139.3421)"
74,35.733,139.3259,不二家レストラン 福生田園店,,"(35.733, 139.3259)"
75,35.7283,139.2856,お家で簡単お手軽牛もつ鍋 「本場博多牛もつ鍋だいやめ」,,"(35.7283, 139.2856)"
76,35.7317,139.2898,あきる野食堂 AKIRUNO DINING,,"(35.7317, 139.2898)"
77,35.7317,139.2899,あきる野でヤンニョムチキン！ AKIRUNO de YAN'NYOMU CHICKEN,,"(35.7317, 139.2899)"
4,35.7256,139.273,ピザーラスタイルあきる野（PIZZA-LA STYLEA kiruno）,4.6,"(35.7256, 139.273)"
7,35.7338,139.288,ほっともっと 秋川店,4.7,"(35.7338, 139.288)"
20,35.7343,139.2879,ステーキのどん 秋川,,"(35.7343, 139.2879)"
25,35.7336,139.2773,organic cafe koto-koto,,"(35.7336, 139.2773)"
33,35.73,139.2871,るわん丼丸 秋川店 Ruwandonmaru akikawaten,,"(35.73, 139.2871)"
39,35.7349,139.2902,ローソン あきる野瀬戸岡,4.4,"(35.7349, 139.2902)"
40,35.7347,139.2752,揚げ天まる イオン日の出店,,"(35.7347, 139.2752)"
41,35.7347,139.2748,サブウェイイオンモール日の出店 Subway,,"(35.7347, 139.2748)"
42,35.729,139.2851,ぎょうざキッチン＆Cafeつむぐ gyouza kitchen and cafe tumugu,,"(35.729, 139.2851)"
45,35.7283,139.2856,腹ペコチキン&ポテトフライ あきる野店,,"(35.7283, 139.2856)"
52,35.7282,139.2873,さかなや道場 秋川駅前店 Sakanayadojo Akigawa Station,,"(35.7282, 139.2873)"
53,35.7291,139.2856,すみやき家　串陣　秋川店 sumiyakiya kushijin akikawaten,,"(35.7291, 139.2856)"
12,35.7364,139.3283,松屋 福生志茂店 Matsuya Fussa Shimo,4.7,"(35.7364, 139.3283)"
22,35.7375,139.3281,かつ丼と天丼の、かつてん 福生店,4.8,"(35.7375, 139.3281)"
25,35.7414,139.3269,そらいろクレープ sorairo crepe,,"(35.7414, 139.3269)"
27,35.7429,139.3285,生タピオカ専門店 OWL TEA 福生店 | OWL TEA Fussa,4.2,"(35.7429, 139.3285)"
29,35.7369,139.3393,フレッシュベーグルＨＯＯＰ 福生店 Fresh bagels HOOP Fussaten,4.9,"(35.7369, 139.3393)"
40,35.7375,139.328,小僧寿し 福生店,4.9,"(35.7375, 139.328)"
44,35.7411,139.3267,海鮮鮨 義 福生店 kaisennzushi yoshi fussatenn,4.9,"(35.7411, 139.3267)"
45,35.7381,139.3327,お好み焼道とん堀 福生本店,4.6,"(35.7381, 139.3327)"
56,35.7396,139.3285,アジアンダイニング　カマラ Asian Dining KAMALA,,"(35.7396, 139.3285)"
59,35.7333,139.3342,ジョナサン 牛浜店 Jonathan's Ushihama,4.6,"(35.7333, 139.3342)"
74,35.7374,139.328,からあげグランプリ金賞受賞!! 元祖 からあげの中津家 福生店,,"(35.7374, 139.328)"
77,35.7144,139.3615,しゃぶしゃぶ温野菜 昭島モリタウン店 Shabu Shabu Onyasai Akishima Moritown,,"(35.7144, 139.3615)"
78,35.7135,139.362,おひつごはん四六時中 昭島モリタウン店,,"(35.7135, 139.362)"
3,35.6313,139.3283,マクドナルド 八王子みなみ野三和店 McDonald's HACHIOJI MINAMINO SANWA,4.7,"(35.6313, 139.3283)"
76,35.5953,139.3468,果茶果茶 橋本店,4.9,"(35.5953, 139.3468)"
78,35.5952,139.3467,ハンバーグ&バーガー TERU 橋本北口駅前店,,"(35.5952, 139.3467)"
78,35.6579,139.3431,サイゼリヤ 京王八王子駅ビル,4.7,"(35.6579, 139.3431)"
42,35.6782,139.3963,丼丸 愛 日野店 donmaru ai hinoten,,"(35.6782, 139.3963)"
47,35.6788,139.3969,横浜家系ラーメン 日野大和家店 Pork bone soup ramen Yamatoya,4.5,"(35.6788, 139.3969)"
16,35.6794,139.3946,とんとことん tonntokotonn,4.6,"(35.6794, 139.3946)"
20,35.6798,139.3934,濃厚鶏白湯つけ麺 どっかん 日野駅前店,,"(35.6798, 139.3934)"
21,35.6794,139.3927,サイゼリヤ 日野駅前,4.6,"(35.6794, 139.3927)"
25,35.6789,139.3922,日野ラーメン 哲王 Hino Noodle tetuou,,"(35.6789, 139.3922)"
26,35.679,139.3922,サカエヤ茶楼,,"(35.679, 139.3922)"
29,35.6655,139.3669,すし銚子丸 日野店,,"(35.6655, 139.3669)"
30,35.6786,139.3945,キッチンオリジン 日野店 Kitchen Origin Hino,4.8,"(35.6786, 139.3945)"
38,35.666,139.3566,から好し 八王子大和田店 Karayoshi Hachioji Owada,,"(35.666, 139.3566)"
39,35.6672,139.377,ビッグボーイ 豊田 Big Boy Toyoda,4.5,"(35.6672, 139.377)"
40,35.668,139.3692,しゃぶ葉 八王子高倉店 Shabuyo Hachioji Takakura,,"(35.668, 139.3692)"
41,35.6793,139.3945,串カツ田中 日野駅前店 Kushikatsu Tanaka Kasai Hino Ekimae,,"(35.6793, 139.3945)"
42,35.6788,139.3931,松屋 日野店 Matsuya Hino,4.9,"(35.6788, 139.3931)"
43,35.6784,139.39,らあめん花月嵐 日野大坂上店,4.9,"(35.6784, 139.39)"
44,35.6696,139.3595,焼肉牛伝 八王子石川町店,,"(35.6696, 139.3595)"
46,35.6799,139.3938,OWLTEA 日野店 OWLTEA Hino,,"(35.6799, 139.3938)"
47,35.6661,139.3736,デカ盛り丼のパワフル屋　日野店,,"(35.6661, 139.3736)"
48,35.6657,139.3375,ステーキハンバーグ八黒 Steak＆Hamburg HACHIKURO,,"(35.6657, 139.3375)"
49,35.6662,139.3735,タコライス専門店 TOMATO 日野店 Taco rice specialty store TOMATO HINO,,"(35.6662, 139.3735)"
